optimizer,fm,algorithm,client,cancer,n_train,acc
sgd,ResNet50,FedProx,TCGA-BRCA_EW,BRCA,30,1.0
sgd,ResNet50,FedProx,TCGA-COAD_F4,COAD,21,0.25
sgd,ResNet50,FedProx,TCGA-HNSC_F7,HNSC,9,0.9333333333333332
sgd,ResNet50,FedProx,TCGA-PAAD_FB,PAAD,11,0.04
sgd,ResNet50,FedProx,TCGA-LGG_FG,LGG,46,1.0
sgd,ResNet50,FedProx,TCGA-STAD_FP,STAD,9,0.2
sgd,ResNet50,FedProx,TCGA-SKCM_FR,SKCM,7,0.0
sgd,ResNet50,FedProx,TCGA-CESC_FU,CESC,10,0.2
sgd,ResNet50,FedProx,TCGA-COAD_G4,COAD,33,0.49230769230769234
sgd,ResNet50,FedProx,TCGA-BRCA_GM,BRCA,14,1.0
sgd,ResNet50,FedProx,TCGA-SKCM_GN,SKCM,7,0.0
sgd,ResNet50,FedProx,TCGA-HNSC_HD,HNSC,10,0.55
sgd,ResNet50,FedProx,TCGA-STAD_HF,STAD,7,0.05
sgd,ResNet50,FedProx,TCGA-LGG_HT,LGG,207,0.9245901639344263
sgd,ResNet50,FedProx,TCGA-STAD_HU,STAD,26,0.15
sgd,ResNet50,FedProx,TCGA-LGG_HW,LGG,10,1.0
sgd,ResNet50,FedProx,TCGA-PAAD_HZ,PAAD,21,0.2
sgd,ResNet50,FedProx,TCGA-PAAD_IB,PAAD,27,0.24444444444444446
sgd,ResNet50,FedProx,TCGA-STAD_IN,STAD,13,0.2
sgd,ResNet50,FedProx,TCGA-HNSC_IQ,HNSC,9,0.8
sgd,ResNet50,FedProx,TCGA-BRCA_LL,BRCA,13,1.0
sgd,ResNet50,FedProx,TCGA-LUAD_MP,LUAD,13,0.12000000000000002
sgd,ResNet50,FedProx,TCGA-CESC_MY,CESC,7,0.0
sgd,ResNet50,FedProx,TCGA-BRCA_OL,BRCA,16,1.0
sgd,ResNet50,FedProx,TCGA-HNSC_P3,HNSC,10,0.85
sgd,ResNet50,FedProx,TCGA-LGG_P5,LGG,9,1.0
sgd,ResNet50,FedProx,TCGA-CESC_Q1,CESC,7,0.2
sgd,ResNet50,FedProx,TCGA-LGG_QH,LGG,14,1.0
sgd,ResNet50,FedProx,TCGA-HNSC_QK,HNSC,15,0.8400000000000001
sgd,ResNet50,FedProx,TCGA-LGG_R8,LGG,16,1.0
sgd,ResNet50,FedProx,TCGA-STAD_RD,STAD,9,0.25
sgd,ResNet50,FedProx,TCGA-BRCA_S3,BRCA,7,1.0
sgd,ResNet50,FedProx,TCGA-LGG_S9,LGG,33,0.909090909090909
sgd,ResNet50,FedProx,TCGA-LGG_TM,LGG,17,0.925
sgd,ResNet50,FedProx,TCGA-LGG_TQ,LGG,12,1.0
sgd,ResNet50,FedProx,TCGA-HNSC_UF,HNSC,12,0.96
sgd,ResNet50,FedProx,TCGA-LGG_VM,LGG,43,1.0
sgd,ResNet50,FedProx,TCGA-STAD_VQ,STAD,46,0.09333333333333334
sgd,ResNet50,FedProx,TCGA-CESC_VS,CESC,37,0.38333333333333336
sgd,ResNet50,FedProx,TCGA-PAAD_XD,PAAD,4,0.2
sgd,ResNet50,FedProx,TCGA-CESC_ZJ,CESC,11,0.45
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_05,LUAD,16,0.5666666666666667
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_2J,PAAD,11,0.27999999999999997
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_38,LUAD,7,0.6
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_3A,PAAD,11,0.16
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_44,LUAD,31,0.48
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_49,LUAD,47,0.5454545454545455
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_50,LUAD,12,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_55,LUAD,63,0.5578947368421052
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_64,LUAD,8,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_69,LUAD,10,0.4
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_73,LUAD,8,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_75,LUAD,11,0.3
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_78,LUAD,21,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_86,LUAD,23,0.5
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_95,LUAD,7,0.5333333333333333
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_97,LUAD,16,0.4800000000000001
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_A1,BRCA,18,1.0
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_A2,BRCA,116,1.0
sgd,ResNet50,SCAFFOLD,TCGA-COAD_A6,COAD,76,0.3
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_A7,BRCA,47,0.8
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_A8,BRCA,116,0.9944444444444445
sgd,ResNet50,SCAFFOLD,TCGA-COAD_AA,COAD,255,0.3432098765432099
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_AC,BRCA,35,0.7692307692307693
sgd,ResNet50,SCAFFOLD,TCGA-COAD_AD,COAD,12,0.35
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_AN,BRCA,54,1.0
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_AO,BRCA,59,0.9619047619047618
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_AQ,BRCA,9,1.0
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_AR,BRCA,58,0.9800000000000001
sgd,ResNet50,SCAFFOLD,TCGA-COAD_AY,COAD,10,0.6
sgd,ResNet50,SCAFFOLD,TCGA-COAD_AZ,COAD,26,0.6
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_B6,BRCA,68,0.9478260869565217
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_BA,HNSC,21,0.19999999999999998
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_BB,HNSC,14,0.36
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_BF,SKCM,13,0.27999999999999997
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_BH,BRCA,160,0.9960000000000001
sgd,ResNet50,SCAFFOLD,TCGA-STAD_BR,STAD,161,0.04166666666666667
sgd,ResNet50,SCAFFOLD,TCGA-CESC_C5,CESC,43,0.09230769230769231
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_C8,BRCA,46,1.0
sgd,ResNet50,SCAFFOLD,TCGA-COAD_CA,COAD,13,0.3
sgd,ResNet50,SCAFFOLD,TCGA-STAD_CD,STAD,35,0.10909090909090909
sgd,ResNet50,SCAFFOLD,TCGA-STAD_CG,STAD,56,0.16666666666666669
sgd,ResNet50,SCAFFOLD,TCGA-COAD_CK,COAD,15,0.45714285714285713
sgd,ResNet50,SCAFFOLD,TCGA-COAD_CM,COAD,48,0.4666666666666667
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_CN,HNSC,42,0.36923076923076925
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_CQ,HNSC,26,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LGG_CS,LGG,14,0.8
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_CV,HNSC,94,0.5285714285714286
sgd,ResNet50,SCAFFOLD,TCGA-COAD_D5,COAD,37,0.5599999999999999
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_D6,HNSC,20,0.5
sgd,ResNet50,SCAFFOLD,TCGA-STAD_D7,STAD,41,0.11428571428571428
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_D8,BRCA,59,1.0
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_D9,SKCM,8,0.1
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_DA,SKCM,16,0.16
sgd,ResNet50,SCAFFOLD,TCGA-LGG_DB,LGG,38,0.8857142857142858
sgd,ResNet50,SCAFFOLD,TCGA-LGG_DH,LGG,10,0.9
sgd,ResNet50,SCAFFOLD,TCGA-COAD_DM,COAD,17,0.075
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_DQ,HNSC,10,0.15
sgd,ResNet50,SCAFFOLD,TCGA-CESC_DS,CESC,7,0.0
sgd,ResNet50,SCAFFOLD,TCGA-LGG_DU,LGG,60,0.7777777777777777
sgd,ResNet50,SCAFFOLD,TCGA-LGG_E1,LGG,15,0.9199999999999999
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_E2,BRCA,70,1.0
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_E9,BRCA,44,0.9538461538461538
sgd,ResNet50,SCAFFOLD,TCGA-CESC_EA,CESC,18,0.1
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_EB,SKCM,32,0.07272727272727272
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_EE,SKCM,60,0.07368421052631578
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_ER,SKCM,27,0.3
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_EW,BRCA,30,1.0
sgd,ResNet50,SCAFFOLD,TCGA-COAD_F4,COAD,21,0.6
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_F7,HNSC,9,0.5333333333333333
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_FB,PAAD,11,0.0
sgd,ResNet50,SCAFFOLD,TCGA-LGG_FG,LGG,46,0.9
sgd,ResNet50,SCAFFOLD,TCGA-STAD_FP,STAD,9,0.2
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_FR,SKCM,7,0.26666666666666666
sgd,ResNet50,SCAFFOLD,TCGA-CESC_FU,CESC,10,0.2
sgd,ResNet50,SCAFFOLD,TCGA-COAD_G4,COAD,33,0.5076923076923077
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_GM,BRCA,14,1.0
sgd,ResNet50,SCAFFOLD,TCGA-SKCM_GN,SKCM,7,0.0
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_HD,HNSC,10,0.35
sgd,ResNet50,SCAFFOLD,TCGA-STAD_HF,STAD,7,0.15
sgd,ResNet50,SCAFFOLD,TCGA-LGG_HT,LGG,207,0.8098360655737705
sgd,ResNet50,SCAFFOLD,TCGA-STAD_HU,STAD,26,0.225
sgd,ResNet50,SCAFFOLD,TCGA-LGG_HW,LGG,10,0.9
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_HZ,PAAD,21,0.05714285714285714
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_IB,PAAD,27,0.06666666666666667
sgd,ResNet50,SCAFFOLD,TCGA-STAD_IN,STAD,13,0.2333333333333333
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_IQ,HNSC,9,0.6
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_LL,BRCA,13,1.0
sgd,ResNet50,SCAFFOLD,TCGA-LUAD_MP,LUAD,13,0.36
sgd,ResNet50,SCAFFOLD,TCGA-CESC_MY,CESC,7,0.0
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_OL,BRCA,16,1.0
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_P3,HNSC,10,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LGG_P5,LGG,9,0.8
sgd,ResNet50,SCAFFOLD,TCGA-CESC_Q1,CESC,7,0.13333333333333333
sgd,ResNet50,SCAFFOLD,TCGA-LGG_QH,LGG,14,0.8800000000000001
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_QK,HNSC,15,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LGG_R8,LGG,16,0.8636363636363636
sgd,ResNet50,SCAFFOLD,TCGA-STAD_RD,STAD,9,0.3
sgd,ResNet50,SCAFFOLD,TCGA-BRCA_S3,BRCA,7,1.0
sgd,ResNet50,SCAFFOLD,TCGA-LGG_S9,LGG,33,0.8181818181818181
sgd,ResNet50,SCAFFOLD,TCGA-LGG_TM,LGG,17,0.9
sgd,ResNet50,SCAFFOLD,TCGA-LGG_TQ,LGG,12,1.0
sgd,ResNet50,SCAFFOLD,TCGA-HNSC_UF,HNSC,12,0.6
sgd,ResNet50,SCAFFOLD,TCGA-LGG_VM,LGG,43,0.9037037037037037
sgd,ResNet50,SCAFFOLD,TCGA-STAD_VQ,STAD,46,0.22666666666666666
sgd,ResNet50,SCAFFOLD,TCGA-CESC_VS,CESC,37,0.15
sgd,ResNet50,SCAFFOLD,TCGA-PAAD_XD,PAAD,4,0.04
sgd,ResNet50,SCAFFOLD,TCGA-CESC_ZJ,CESC,11,0.45
sgd,UNI_v2,FedAvg,TCGA-LUAD_05,LUAD,16,1.0
sgd,UNI_v2,FedAvg,TCGA-PAAD_2J,PAAD,11,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_38,LUAD,7,1.0
sgd,UNI_v2,FedAvg,TCGA-PAAD_3A,PAAD,11,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_44,LUAD,31,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_49,LUAD,47,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_50,LUAD,12,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_55,LUAD,63,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_64,LUAD,8,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_69,LUAD,10,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_73,LUAD,8,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_75,LUAD,11,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_78,LUAD,21,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_86,LUAD,23,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_95,LUAD,7,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_97,LUAD,16,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_A1,BRCA,18,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_A2,BRCA,116,1.0
sgd,UNI_v2,FedAvg,TCGA-COAD_A6,COAD,76,0.7833333333333333
sgd,UNI_v2,FedAvg,TCGA-BRCA_A7,BRCA,47,0.7090909090909091
sgd,UNI_v2,FedAvg,TCGA-BRCA_A8,BRCA,116,1.0
sgd,UNI_v2,FedAvg,TCGA-COAD_AA,COAD,255,0.8864197530864196
sgd,UNI_v2,FedAvg,TCGA-BRCA_AC,BRCA,35,0.6769230769230768
sgd,UNI_v2,FedAvg,TCGA-COAD_AD,COAD,12,0.75
sgd,UNI_v2,FedAvg,TCGA-BRCA_AN,BRCA,54,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_AO,BRCA,59,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_AQ,BRCA,9,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_AR,BRCA,58,0.9800000000000001
sgd,UNI_v2,FedAvg,TCGA-COAD_AY,COAD,10,1.0
sgd,UNI_v2,FedAvg,TCGA-COAD_AZ,COAD,26,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_B6,BRCA,68,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_BA,HNSC,21,0.8
sgd,UNI_v2,FedAvg,TCGA-HNSC_BB,HNSC,14,0.68
sgd,UNI_v2,FedAvg,TCGA-SKCM_BF,SKCM,13,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_BH,BRCA,160,0.9960000000000001
sgd,UNI_v2,FedAvg,TCGA-STAD_BR,STAD,161,0.7583333333333334
sgd,UNI_v2,FedAvg,TCGA-CESC_C5,CESC,43,0.9846153846153847
sgd,UNI_v2,FedAvg,TCGA-BRCA_C8,BRCA,46,0.9888888888888889
sgd,UNI_v2,FedAvg,TCGA-COAD_CA,COAD,13,0.5
sgd,UNI_v2,FedAvg,TCGA-STAD_CD,STAD,35,0.8181818181818181
sgd,UNI_v2,FedAvg,TCGA-STAD_CG,STAD,56,0.6777777777777778
sgd,UNI_v2,FedAvg,TCGA-COAD_CK,COAD,15,0.8857142857142858
sgd,UNI_v2,FedAvg,TCGA-COAD_CM,COAD,48,0.9
sgd,UNI_v2,FedAvg,TCGA-HNSC_CN,HNSC,42,0.9692307692307693
sgd,UNI_v2,FedAvg,TCGA-HNSC_CQ,HNSC,26,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_CS,LGG,14,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_CV,HNSC,94,0.9642857142857142
sgd,UNI_v2,FedAvg,TCGA-COAD_D5,COAD,37,0.96
sgd,UNI_v2,FedAvg,TCGA-HNSC_D6,HNSC,20,0.8666666666666666
sgd,UNI_v2,FedAvg,TCGA-STAD_D7,STAD,41,0.5
sgd,UNI_v2,FedAvg,TCGA-BRCA_D8,BRCA,59,0.9882352941176471
sgd,UNI_v2,FedAvg,TCGA-SKCM_D9,SKCM,8,0.9
sgd,UNI_v2,FedAvg,TCGA-SKCM_DA,SKCM,16,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_DB,LGG,38,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_DH,LGG,10,1.0
sgd,UNI_v2,FedAvg,TCGA-COAD_DM,COAD,17,0.7
sgd,UNI_v2,FedAvg,TCGA-HNSC_DQ,HNSC,10,0.55
sgd,UNI_v2,FedAvg,TCGA-CESC_DS,CESC,7,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_DU,LGG,60,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_E1,LGG,15,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_E2,BRCA,70,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_E9,BRCA,44,0.9538461538461538
sgd,UNI_v2,FedAvg,TCGA-CESC_EA,CESC,18,1.0
sgd,UNI_v2,FedAvg,TCGA-SKCM_EB,SKCM,32,0.9818181818181818
sgd,UNI_v2,FedAvg,TCGA-SKCM_EE,SKCM,60,0.9894736842105264
sgd,UNI_v2,FedAvg,TCGA-SKCM_ER,SKCM,27,1.0
sgd,UNI_v2,FedAvg,TCGA-BRCA_EW,BRCA,30,1.0
sgd,UNI_v2,FedAvg,TCGA-COAD_F4,COAD,21,0.975
sgd,UNI_v2,FedAvg,TCGA-HNSC_F7,HNSC,9,1.0
sgd,UNI_v2,FedAvg,TCGA-PAAD_FB,PAAD,11,0.8800000000000001
sgd,UNI_v2,FedAvg,TCGA-LGG_FG,LGG,46,1.0
sgd,UNI_v2,FedAvg,TCGA-STAD_FP,STAD,9,0.9333333333333332
sgd,UNI_v2,FedAvg,TCGA-SKCM_FR,SKCM,7,1.0
sgd,UNI_v2,FedAvg,TCGA-CESC_FU,CESC,10,0.7
sgd,UNI_v2,FedAvg,TCGA-COAD_G4,COAD,33,0.9230769230769231
sgd,UNI_v2,FedAvg,TCGA-BRCA_GM,BRCA,14,1.0
sgd,UNI_v2,FedAvg,TCGA-SKCM_GN,SKCM,7,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_HD,HNSC,10,0.9
sgd,UNI_v2,FedAvg,TCGA-STAD_HF,STAD,7,0.5
sgd,UNI_v2,FedAvg,TCGA-LGG_HT,LGG,207,1.0
sgd,UNI_v2,FedAvg,TCGA-STAD_HU,STAD,26,0.825
sgd,UNI_v2,FedAvg,TCGA-LGG_HW,LGG,10,1.0
sgd,UNI_v2,FedAvg,TCGA-PAAD_HZ,PAAD,21,0.9714285714285715
sgd,UNI_v2,FedAvg,TCGA-PAAD_IB,PAAD,27,0.8666666666666666
sgd,UNI_v2,FedAvg,TCGA-STAD_IN,STAD,13,0.9333333333333332
sgd,UNI_v2,FedAvg,TCGA-HNSC_IQ,HNSC,9,0.9333333333333332
sgd,UNI_v2,FedAvg,TCGA-BRCA_LL,BRCA,13,1.0
sgd,UNI_v2,FedAvg,TCGA-LUAD_MP,LUAD,13,0.8
sgd,UNI_v2,FedAvg,TCGA-CESC_MY,CESC,7,0.9199999999999999
sgd,UNI_v2,FedAvg,TCGA-BRCA_OL,BRCA,16,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_P3,HNSC,10,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_P5,LGG,9,1.0
sgd,UNI_v2,FedAvg,TCGA-CESC_Q1,CESC,7,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_QH,LGG,14,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_QK,HNSC,15,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_R8,LGG,16,1.0
sgd,UNI_v2,FedAvg,TCGA-STAD_RD,STAD,9,0.95
sgd,UNI_v2,FedAvg,TCGA-BRCA_S3,BRCA,7,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_S9,LGG,33,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_TM,LGG,17,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_TQ,LGG,12,1.0
sgd,UNI_v2,FedAvg,TCGA-HNSC_UF,HNSC,12,1.0
sgd,UNI_v2,FedAvg,TCGA-LGG_VM,LGG,43,1.0
sgd,UNI_v2,FedAvg,TCGA-STAD_VQ,STAD,46,0.9733333333333334
sgd,UNI_v2,FedAvg,TCGA-CESC_VS,CESC,37,0.9833333333333332
sgd,UNI_v2,FedAvg,TCGA-PAAD_XD,PAAD,4,0.9
sgd,UNI_v2,FedAvg,TCGA-CESC_ZJ,CESC,11,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_05,LUAD,16,0.9666666666666668
sgd,UNI_v2,FedBN,TCGA-PAAD_2J,PAAD,11,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_38,LUAD,7,1.0
sgd,UNI_v2,FedBN,TCGA-PAAD_3A,PAAD,11,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_44,LUAD,31,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_49,LUAD,47,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_50,LUAD,12,0.9714285714285715
sgd,UNI_v2,FedBN,TCGA-LUAD_55,LUAD,63,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_64,LUAD,8,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_69,LUAD,10,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_73,LUAD,8,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_75,LUAD,11,0.95
sgd,UNI_v2,FedBN,TCGA-LUAD_78,LUAD,21,1.0
sgd,UNI_v2,FedBN,TCGA-LUAD_86,LUAD,23,0.975
sgd,UNI_v2,FedBN,TCGA-LUAD_95,LUAD,7,0.9333333333333332
sgd,UNI_v2,FedBN,TCGA-LUAD_97,LUAD,16,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_A1,BRCA,18,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_A2,BRCA,116,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_A6,COAD,76,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_A7,BRCA,47,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_A8,BRCA,116,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_AA,COAD,255,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_AC,BRCA,35,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_AD,COAD,12,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_AN,BRCA,54,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_AO,BRCA,59,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_AQ,BRCA,9,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_AR,BRCA,58,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_AY,COAD,10,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_AZ,COAD,26,0.96
sgd,UNI_v2,FedBN,TCGA-BRCA_B6,BRCA,68,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_BA,HNSC,21,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_BB,HNSC,14,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_BF,SKCM,13,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_BH,BRCA,160,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_BR,STAD,161,1.0
sgd,UNI_v2,FedBN,TCGA-CESC_C5,CESC,43,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_C8,BRCA,46,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_CA,COAD,13,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_CD,STAD,35,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_CG,STAD,56,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_CK,COAD,15,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_CM,COAD,48,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_CN,HNSC,42,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_CQ,HNSC,26,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_CS,LGG,14,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_CV,HNSC,94,0.9928571428571429
sgd,UNI_v2,FedBN,TCGA-COAD_D5,COAD,37,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_D6,HNSC,20,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_D7,STAD,41,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_D8,BRCA,59,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_D9,SKCM,8,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_DA,SKCM,16,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_DB,LGG,38,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_DH,LGG,10,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_DM,COAD,17,0.925
sgd,UNI_v2,FedBN,TCGA-HNSC_DQ,HNSC,10,1.0
sgd,UNI_v2,FedBN,TCGA-CESC_DS,CESC,7,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_DU,LGG,60,0.9888888888888889
sgd,UNI_v2,FedBN,TCGA-LGG_E1,LGG,15,0.96
sgd,UNI_v2,FedBN,TCGA-BRCA_E2,BRCA,70,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_E9,BRCA,44,1.0
sgd,UNI_v2,FedBN,TCGA-CESC_EA,CESC,18,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_EB,SKCM,32,0.9818181818181818
sgd,UNI_v2,FedBN,TCGA-SKCM_EE,SKCM,60,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_ER,SKCM,27,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_EW,BRCA,30,0.9333333333333332
sgd,UNI_v2,FedBN,TCGA-COAD_F4,COAD,21,0.975
sgd,UNI_v2,FedBN,TCGA-HNSC_F7,HNSC,9,1.0
sgd,UNI_v2,FedBN,TCGA-PAAD_FB,PAAD,11,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_FG,LGG,46,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_FP,STAD,9,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_FR,SKCM,7,1.0
sgd,UNI_v2,FedBN,TCGA-CESC_FU,CESC,10,1.0
sgd,UNI_v2,FedBN,TCGA-COAD_G4,COAD,33,1.0
sgd,UNI_v2,FedBN,TCGA-BRCA_GM,BRCA,14,1.0
sgd,UNI_v2,FedBN,TCGA-SKCM_GN,SKCM,7,1.0
sgd,UNI_v2,FedBN,TCGA-HNSC_HD,HNSC,10,1.0
sgd,UNI_v2,FedBN,TCGA-STAD_HF,STAD,7,1.0
sgd,UNI_v2,FedBN,TCGA-LGG_HT,LGG,207,1.0
